alert,alt_baro,alt_geom,baro_rate,category,dbFlags,emergency,flight,gs,gva,hex,lat,lon,messages,mlat,nac_p,nac_v,nav_altitude_mcp,nav_heading,nav_qnh,nic,nic_baro,r,rc,rssi,sda,seen,seen_pos,sil,sil_type,spi,squawk,t,tisb,track,type,version,Closest Airport Name,Closest Airport Code,Closest Distance (nm)
0.0,2425,2525.0,128.0,A3,1,none,C2001   ,173.0,2.0,ae10e7,36.076962,-75.845108,8854725,[],10.0,1.0,,,,8.0,1.0,2001,186.0,-3.7,2.0,0.0,0.0,3.0,perhour,0.0,1200.0,C30J,[],285.08,adsb_icao,2.0,Elizabeth City Regional Airport & Coast Guard Air Station,KECG,19.42
0.0,75,200.0,0.0,A7,1,,C6593   ,116.9,,ae26b3,43.921143,-124.150871,917473,[],,1.0,,,,10.0,,6593,25.0,-9.8,,49.0,56.09,,,0.0,1200.0,AS65,[],194.87,adsb_icao,2.0,Southwest Oregon Regional Airport,KOTH,30.52
0.0,-25,125.0,448.0,A7,1,none,C6528   ,63.0,2.0,ae2676,30.042023,-81.68222,1387744,[],11.0,1.0,,,,10.0,1.0,6528,25.0,-13.0,2.0,2.7,2.74,3.0,perhour,0.0,1200.0,AS65,[],0.91,adsb_icao,2.0,Jacksonville Naval Air Station (Towers Field),KNIP,11.6
0.0,5025,5275.0,,A7,1,,C6035   ,96.8,2.0,ae2912,58.256241,-154.982712,11219575,[],11.0,1.0,,,,10.0,1.0,6035,25.0,-25.9,2.0,6.5,6.51,3.0,perhour,0.0,,H60,[],196.19,adsb_icao,2.0,King Salmon Airport,PAKN,58.39
0.0,3350,3475.0,-896.0,A2,1,none,C2701   ,125.0,2.0,ae2125,36.271084,-76.008148,157893,[],10.0,1.0,1504.0,270.7,1014.4,8.0,1.0,2701,186.0,-7.6,2.0,0.0,0.0,3.0,perhour,0.0,5327.0,C27J,[],230.19,adsb_icao,2.0,Elizabeth City Regional Airport & Coast Guard Air Station,KECG,8.1
0.0,1325,1575.0,,A7,1,none,C6037   ,133.3,2.0,ae2914,29.64344,-89.946358,4586556,[],11.0,1.0,,,,10.0,1.0,6037,25.0,-8.8,2.0,1.1,1.07,3.0,perhour,0.0,1277.0,H60,[],297.72,adsb_icao,2.0,New Orleans NAS JRB/Alvin Callender Field,KNBG,11.83
0.0,325,600.0,,A7,1,none,C6538   ,71.0,2.0,ae2680,21.584642,-158.296967,2567143,[],11.0,1.0,,,,10.0,1.0,6538,25.0,-18.8,2.0,1.9,1.88,3.0,perhour,0.0,1200.0,AS65,[],90.81,adsb_icao,2.0,Kalaeloa Airport,PHJR,20.88
0.0,ground,,,A7,1,none,C6042   ,8.8,,ae2919,27.913212,-82.692375,878734,[],11.0,1.0,,,,9.0,,6042,75.0,-5.4,2.0,1.7,1.69,3.0,perhour,0.0,124.0,H60,[],,adsb_icao,2.0,St. Petersburg Clearwater International Airport,KPIE,0.32
0.0,0,125.0,,A7,1,none,C6510   ,87.0,2.0,ae2664,39.323513,-74.500244,3486742,[],11.0,1.0,,,,10.0,1.0,6510,25.0,-20.9,2.0,0.7,2.31,3.0,perhour,0.0,4445.0,AS65,[],59.6,adsb_icao,2.0,Atlantic City International Airport,KACY,8.8
0.0,125,175.0,,A7,1,,C6537   ,95.8,2.0,ae267f,36.38723,-76.030769,103951,[],11.0,1.0,,,,8.0,1.0,6537,186.0,-5.4,2.0,1.6,1.55,3.0,perhour,0.0,,AS65,[],82.8,adsb_icao,2.0,Elizabeth City Regional Airport & Coast Guard Air Station,KECG,10.31
0.0,1900,1950.0,,A7,1,,C6054   ,113.4,,ae6ce8,18.429703,-66.219849,2254174,[],,1.0,,,,10.0,,6054,25.0,-26.9,,1.0,1.04,,,0.0,,H60,[],78.29,adsb_icao,2.0,Homestead ARB Airport,KHST,894.73
0.0,6775,7325.0,,A3,1,none,C2002   ,249.2,2.0,ae10e8,20.27457,-155.502289,5218453,[],9.0,2.0,,97.03,1022.4,9.0,1.0,2002,75.0,-1.5,2.0,3.8,3.81,3.0,perhour,0.0,2350.0,C30J,[],111.42,adsb_icao,2.0,Waimea Kohala Airport,PHMU,18.82
0.0,4050,4275.0,,A7,1,none,C6043   ,104.3,2.0,ae291a,59.532532,-151.556488,26290,[],11.0,1.0,,,,9.0,1.0,6043,75.0,-8.5,2.0,0.2,0.24,3.0,perhour,0.0,5556.0,H60,[],192.17,adsb_icao,2.0,Homer Airport,PAHO,7.13
0.0,13000,12975.0,,A3,1,none,C2014   ,301.1,2.0,ae5ded,58.355392,-154.68219,1917121,[],10.0,2.0,,92.81,1012.0,10.0,1.0,2014,25.0,-12.0,2.0,0.3,0.26,3.0,perhour,0.0,5162.0,C30J,[],107.59,adsb_icao,2.0,King Salmon Airport,PAKN,64.95
0.0,-50,75.0,-256.0,A7,1,none,C6568   ,45.0,2.0,ae269a,25.898825,-80.289986,5785662,[],11.0,1.0,,,,10.0,1.0,6568,25.0,-8.4,2.0,0.8,1.18,3.0,perhour,0.0,4425.0,AS65,['baro_rate'],87.46,adsb_icao,2.0,Miami-Opa Locka Executive Airport,KOPF,0.8
0.0,6075,6050.0,,A7,1,none,C6048   ,113.2,2.0,ae4e00,58.351135,-155.612656,48946,[],11.0,1.0,,,,10.0,1.0,6048,25.0,-6.1,2.0,0.3,0.68,3.0,perhour,0.0,5557.0,H60,[],109.08,adsb_icao,2.0,King Salmon Airport,PAKN,38.16
0.0,1000,1100.0,-128.0,A7,1,none,C6557   ,94.4,2.0,ae268f,30.494568,-88.188927,2523687,[],11.0,1.0,,,,9.0,1.0,6557,75.0,-10.7,2.0,0.7,0.66,3.0,perhour,0.0,1200.0,AS65,['baro_rate'],332.89,adsb_icao,2.0,Mobile Downtown Airport,KBFM,10.09
0.0,800,550.0,-128.0,A7,1,none,BRACE01 ,133.6,2.0,ae2669,32.697922,-117.372215,4258028,[],10.0,4.0,,,,8.0,1.0,6515,186.0,-15.2,2.0,0.1,0.14,3.0,perhour,0.0,1200.0,AS65,[],135.3,adsb_icao,2.0,North Island Naval Air Station-Halsey Field,KNZY,7.96
