alert,alt_baro,alt_geom,baro_rate,category,dbFlags,emergency,flight,gs,gva,hex,lat,lon,messages,mlat,nac_p,nac_v,nav_altitude_mcp,nav_heading,nav_qnh,nic,nic_baro,r,rc,rssi,sda,seen,seen_pos,sil,sil_type,spi,squawk,t,tisb,track,type,version
,ground,,,A2,1,none,C2702   ,9.2,,ae2126,38.677261,-121.396408,20112441,[],10,1,,,,8,,2702,186,-15.7,2,1.3,2.03,3,perhour,,1200,C27J,[],,adsb_icao,2
0,7975,,75,A0,1,,C2714   ,267,,ae4cf7,28.322754,-97.939758,18518763,"['gs', 'track', 'baro_rate', 'squawk', 'lat', 'lon', 'nic', 'rc']",,,,,,0,,2714,0,-15.1,,0.5,0.7,,,0,4624,C27J,[],175,mlat,0
0,25000,26400,64,A3,1,none,C2012   ,340.6,2,ae5deb,35.950432,-84.721245,6960357,[],10,1,,,,8,1,2012,186,-10.1,2,0.1,0.11,3,perhour,0,5710,C30J,[],93.53,adsb_icao,2
0,325,475,,A7,1,none,C6542   ,109,2,ae2683,38.799683,-76.87056,8052641,[],11,1,,,,10,1,6542,25,-12.8,2,0.2,0.17,3,perhour,0,5147,AS65,[],359.47,adsb_icao,2
0,1800,1925,,A7,1,none,C6533   ,82.1,2,ae267b,39.318207,-74.388794,6749308,[],11,1,,,,10,1,6533,25,-8.8,2,0,0.59,3,perhour,0,4440,AS65,[],42.04,adsb_icao,2
0,700,725,,A7,1,none,C6511   ,125.4,2,ae2665,38.83255,-77.099182,5074037,[],11,1,,,,8,1,6511,186,-11.7,2,0,0.48,3,perhour,0,5147,AS65,[],52.13,adsb_icao,2
0,19000,19350,-64,A3,1,,C2010   ,418.4,2,ae57d4,56.676178,-157.684113,13707068,[],10,2,,54.84,1012.8,10,1,2010,25,-22.3,2,1,1.2,3,perhour,0,5106,C30J,[],65.27,adsb_icao,2
0,1500,1475,,A2,1,none,C2317   ,182,2,ae4bf1,25.929037,-80.434235,10927799,[],10,1,,,,8,1,2317,186,-9.3,3,0.1,0.51,3,perhour,0,4427,CN35,[],270.31,adsb_icao,2
0,500,450,,A7,1,none,C6582   ,100.1,2,ae26a8,25.906082,-80.156509,6856897,[],11,1,,,,9,1,6582,75,-9.9,2,0,0,3,perhour,0,4426,AS65,[],272.86,adsb_icao,2
0,-25,275,,A7,1,none,C6605   ,54.1,2,ae26bc,39.445724,-74.544624,5359803,[],11,1,,,,10,1,6605,25,-11.5,2,1.3,1.26,3,perhour,0,4432,AS65,[],115.14,adsb_icao,2
